dt,Open,High,Low,Close,Volume
2025-10-16 08:00:00,5.28,5.35,5.27,5.32,223359782.0
2025-10-16 12:00:00,5.32,5.4,5.32,5.38,184363685.0
2025-10-17 08:00:00,5.38,5.43,5.37,5.39,194323471.0
2025-10-17 12:00:00,5.4,5.4,5.33,5.34,115294654.0
2025-10-20 08:00:00,5.32,5.34,5.24,5.32,237431454.0
2025-10-20 12:00:00,5.33,5.39,5.32,5.36,96148818.0
2025-10-21 08:00:00,5.35,5.4,5.33,5.38,163141700.0
2025-10-21 12:00:00,5.37,5.4,5.36,5.39,98806123.0
2025-10-22 08:00:00,5.39,5.45,5.38,5.42,174018985.0
2025-10-22 12:00:00,5.41,5.47,5.4,5.46,162568723.0
2025-10-23 08:00:00,5.46,5.52,5.43,5.46,264247219.0
2025-10-23 12:00:00,5.46,5.5,5.45,5.49,113635010.0
2025-10-24 08:00:00,5.47,5.55,5.44,5.54,270310479.0
2025-10-24 12:00:00,5.54,5.57,5.52,5.53,161415143.0
2025-10-27 08:00:00,5.51,5.64,5.46,5.6,342239561.0
2025-10-27 12:00:00,5.59,5.62,5.57,5.59,98819974.0
2025-10-28 08:00:00,5.59,5.63,5.54,5.59,189226947.0
2025-10-28 12:00:00,5.59,5.63,5.58,5.6,110381251.0
2025-10-29 08:00:00,5.6,5.67,5.56,5.65,258174299.0
2025-10-29 12:00:00,5.65,5.66,5.59,5.6,136913899.0
2025-10-30 08:00:00,5.6,5.72,5.59,5.66,347492241.0
2025-10-30 12:00:00,5.66,5.67,5.64,5.65,115059931.0
2025-10-31 08:00:00,5.66,5.67,5.49,5.56,343142672.0
2025-10-31 12:00:00,5.55,5.64,5.53,5.61,145302921.0
2025-11-03 08:00:00,5.59,5.71,5.59,5.7,328097616.0
2025-11-03 12:00:00,5.7,5.7,5.65,5.68,79354185.0
2025-11-04 08:00:00,5.68,5.75,5.67,5.73,269208929.0
2025-11-04 12:00:00,5.72,5.73,5.7,5.73,139604250.0
2025-11-05 08:00:00,5.72,5.75,5.66,5.71,165151830.0
2025-11-05 12:00:00,5.71,5.72,5.68,5.69,83561829.0
2025-11-06 08:00:00,5.67,5.7,5.64,5.67,129082130.0
2025-11-06 12:00:00,5.66,5.69,5.65,5.66,82191305.0
2025-11-07 08:00:00,5.66,5.72,5.63,5.64,152432047.0
2025-11-07 12:00:00,5.63,5.66,5.63,5.64,71305740.0
2025-11-10 08:00:00,5.63,5.66,5.6,5.65,99118982.0
2025-11-10 12:00:00,5.66,5.67,5.64,5.66,75287333.0
2025-11-11 08:00:00,5.65,5.69,5.63,5.66,102748802.0
2025-11-11 12:00:00,5.66,5.69,5.65,5.68,58399075.0
2025-11-12 08:00:00,5.69,5.82,5.68,5.81,294165277.0
2025-11-12 12:00:00,5.8,5.81,5.76,5.76,106798364.0
2025-11-13 08:00:00,5.77,5.81,5.66,5.68,224262411.0
2025-11-13 12:00:00,5.68,5.75,5.67,5.74,80177988.0
2025-11-14 08:00:00,5.74,5.88,5.73,5.86,263778922.0
2025-11-14 12:00:00,5.87,5.87,5.81,5.82,119367464.0
2025-11-17 08:00:00,5.82,5.83,5.69,5.76,214896530.0
2025-11-17 12:00:00,5.77,5.78,5.75,5.77,78664215.0
